texts	labels
下期帳單目前已刷明細	111_4
下期帳單目前明細	111_4
下期帳單目前已刷的內容	111_4
下期帳單累積的刷卡內容	111_4
次月目前繳款內容	111_4
次月需繳款的明細	111_4
次月至單已刷內容	111_4
目前已經刷的內容	111_4
目前已經刷的明細	111_4
次月要繳明細	111_4
目前已請款明細	111_4
目前刷卡已請款的內容	111_4
目前刷卡已請款的明細	111_4
現在已經請款的內容	111_4
下期帳單目前要繳哪些	111_4
下期帳單累積的內容明細	111_4
次月帳單累積的內容明細	111_4
信用卡下個月已刷的明細	111_4
信用卡下個月要繳的內容	111_4
信用卡目前已經累積的內容	111_4
卡片下個月要繳的內容	111_4
卡片下個月應繳的明細	111_4
請問已經請款的消費	111_4
請問目前已經請款的內容	111_4
請問目前下個月要繳的內容	111_4
已經繳款仍收帳單	111_5
信用卡繳款入帳查詢	111_5
信用卡繳款怎麼傳真訊息索取	111_5
麻煩請幫我查詢一下10月份的扣款是否有扣到呢	111_5
信用卡轉入查詢	111_5
忘記是否繳過信用卡款	111_5
我卡費昨天已經繳了  怎麼沒顯示	111_5
信用卡款繳款情形	111_5
查詢信用卡使用玉山轉帳是否成功	111_5
查詢信用卡款繳款紀錄	111_5
本期已經繳款多少	111_5
怎麼查詢信用卡繳費機錄	111_5
信用卡繳款紀錄疑問	111_5
可以繳款紀錄	111_5
信用卡怎麼查詢繳款已經轉入	111_5
帳單扣到錢	111_5
信用卡款是否已經轉入	111_5
不了解繳款沒有	111_5
本期帳單已經結清	111_5
看看是否繳款	111_5
怎麼查詢信用卡繳款紀錄	111_5
本期帳單完成繳款	111_5
信用卡本期繳款	111_5
想查詢一下是否完成信用卡繳費	111_5
帳單交沒有	111_5
繳款查詢	111_5
請問，我02/09繳入的金額，入帳了嗎	111_5
前何時繳款	111_5
最後繳款何時	111_5
信用卡繳款轉入查詢	111_5
已經atm繳款	111_5
忘記是否繳款	111_5
本期帳單繳款完了	111_5
帳單不是已經繳清	111_5
收繳款	111_5
入款紀錄	111_5
請問我的卡費繳了嗎	111_5
查詢轉入紀錄	111_5
想請問是否已收到信用卡繳款款項	111_5
可以幫轉入	111_5
我有信用卡 帳單還沒繳嗎	111_5
信用卡已繳款查詢	111_5
信用卡款已經結清	111_5
本期帳單扣繳成功	111_5
信用卡繳款卡情形	111_5
繳款紀錄查詢	111_5
還有信用卡款沒有繳款	111_5
已有轉帳信用卡款	111_5
我10月份的應繳款，是否有入帳	111_5
想知道2020年六月的繳款紀錄	111_5
可以幫查詢本期是否繳款	111_5
繳款成功	111_5
繳款明細	111_5
信用卡哪裡期沒有繳款	111_5
繳款沒有	111_5
帳單沒有繳款	111_5
查詢本期繳款是否成功	111_5
幫查詢信用卡款項是否已經繳款入賬	111_5
信用卡繳款明細	111_5
想確認剛剛線上購物有沒有重複繳款	111_5
繳款紀錄	111_5
繳款信用卡查詢	111_5
我繳款進去了嗎	111_5
繳款入帳了嗎	111_5
幫我查這個月帳單繳款了嗎	111_5
帳單我繳了沒	111_5
最一次繳款是什麼時候	111_5
我這期個用卡帳單繳了嗎	111_5
有沒有收到信用卡繳款	111_5
我帳單有沒有繳款	111_5
這個月帳單有扣款成功嗎	111_5
信用卡帳單要扣到款項嗎	111_5
我有轉錢到信用卡有進去嗎	111_5
我到便利商店繳款有收到嗎	111_5
有辦自動扣繳有扣到信用卡款項嗎	111_5
請問卡費繳款是否入帳	111_5
如何確認卡費已繳款成功	111_5
您好，線上繳款上限多少？	111_6
我要用ebill繳信用卡費	111_6
繳款qrcode	111_6
全國繳款網	111_6
信用卡繳款qrcode	111_6
無法線上繳信用卡帳單	111_6
帳單qrcode繳款	111_6
官網網路繳款	111_6
全國繳款網限額	111_6
為什麼不能線上繳費	111_6
信用卡繳款網路	111_6
全國繳款網轉帳額度	111_6
全國繳費網	111_6
快速線上繳款	111_6
線上轉帳繳費	111_6
線上繳卡費	111_6
網路上怎麼繳款	111_6
線上怎麼轉帳	111_6
線上轉帳帳號要輸入幾號	111_6
網路怎麼繳款	111_6
網路ATM怎麼轉帳	111_6
怎麼用自己的帳號線上繳信用卡款	111_6
qrcode怎麼繳款	111_6
線上繳信用卡款有限制額度嗎	111_6
線上繳信用卡可以轉多少	111_6
網路繳信用卡費	111_6
信用卡網路轉帳繳費	111_6
信用卡線上繳費	111_6
信用卡網路繳費方式	111_6
信用卡網路如何繳費	111_6
線上繳納信用卡手續費	111_6
我要網路繳卡費	111_6
我要網路繳信用卡費	111_6
網路要怎麼繳卡費	111_6
可以用其他銀行帳號繳卡費嗎	111_6
可以用其他銀行帳號繳信用卡費嗎	111_6
網路繳信用卡費方式	111_6
線上繳信用卡費方式	111_6
ebii繳信用卡費	111_6
網路繳本行信用卡帳單	111_6
網路繳納信用卡方式	111_6
網路繳卡費	111_6
全國繳費網繳費	111_6
全國繳費往繳信用卡費	111_6
全國繳費往繳本期信用卡費	111_6
如何用全國繳費往繳卡費	111_6
全國繳費網繳卡費用手續費嗎	111_6
全國繳費網最多可以繳多少	111_6
網路繳信用卡費上限	111_6
網路繳信卡款	111_6
網路繳本期信用卡費	111_6
網路繳信用卡費有手續費嗎	111_6
網路繳信用卡費規定	111_6
線上繳本期信用卡費	111_6
線上繳本期信用卡費有手續費嗎	111_6
可以線上繳超過帳單金額嗎	111_6
線上繳費可以只繳部分金額嗎	111_6
怎麼用網路繳信用卡費	111_6
怎麼用網路繳本期信用卡費	111_6
怎麼在線上繳信用卡款	111_6
線上可以繳信用卡款嗎	111_6
線上怎麼繳信用卡費	111_6
請問線上怎麼繳信用卡費	111_6
線上繳信用卡費方法	111_6
網路繳款方式	111_6
網路繳款方法	111_6
網路繳款上限金額	111_6
網路可繳信用卡費的上限	111_6
線上繳卡費得金額上限	111_6
線上繳款可繳自訂金額嗎	111_6
全國繳費網手續費	111_6
全國繳費網金額上限	111_6
全國繳費網操作方式	111_6
全國繳費網只能繳自己的卡費嗎	111_6
全國繳費網繳費流程	111_6
atm申請信用卡自動扣款	111_7
分行申請他行帳戶扣繳	111_7
主動轉帳繳款信用卡款	111_7
他行主動申請書	111_7
他行扣繳申請書	111_7
他行扣繳信用卡款	111_7
他行自動扣款手續費	111_7
他行信用卡使用玉山帳戶扣繳要前往玉山申請仍他行	111_7
他行帳戶自動扣款	111_7
他行帳戶轉帳繳款	111_7
可以申請他行自動扣款表單	111_7
申請信用卡他行扣繳	111_7
申請帳單自動扣款	111_7
申請帳單自動扣款方法	111_7
扣繳帳戶申請書	111_7
自動扣款可以申請他行表單	111_7
自動扣款信用卡款	111_7
定期扣繳信用卡款	111_7
非玉山帳戶信用卡轉帳扣繳申請	111_7
信用卡主動轉帳申請	111_7
信用卡他行扣繳申請書	111_7
信用卡代扣手續費	111_7
信用卡申請主動轉帳	111_7
信用卡自動扣款他行帳戶	111_7
信用卡自動扣款限定玉山帳戶	111_7
信用卡自動扣繳申辦，非臨櫃申辦	111_7
信用卡怎麼申請帳戶直接繳款	111_7
信用卡款他行帳戶扣款日	111_7
信用卡款使用帳戶自動扣款	111_7
信用卡轉帳扣繳申請	111_7
要申請信用卡信用卡款自動扣款扣繳帳戶是否只有使用玉山帳戶	111_7
寄送轉帳申請書	111_7
帳戶自動扣款要玉山帳戶	111_7
帳單自動扣款	111_7
帳單自動扣款申請	111_7
設定信用卡款轉帳要怎麼申請	111_7
跨行要主動轉帳扣繳信用卡怎麼申請	111_7
繳款信用卡使用帳戶扣繳	111_7
帳戶可以扣信用卡費嗎	111_7
帳戶可以繳信用卡費嗎	111_7
怎麼申請帳戶繳信用卡款	111_7
怎麼申請帳戶繳信用卡費	111_7
如何申請帳戶繳信用卡款	111_7
如何申請帳戶繳信用卡費	111_7
他行帳戶可以扣卡費嗎	111_7
帳戶怎麼申請扣信用卡費	111_7
如何設定約定帳戶自動扣款	111_7
自動扣款信用卡費	111_7
自動轉帳信用卡費	111_7
使用帳戶扣信用卡費	111_7
其他銀行扣信用卡費	111_7
他行自動轉帳信用卡費	111_7
帳戶自動扣繳信用卡費	111_7
友行自動扣信用卡費	111_7
銀行扣信用卡費	111_7
帳戶扣信用卡費	111_7
ach代收信用卡費	111_7
網路申請帳戶自動扣款	111_7
線上申請自動扣款	111_7
自動扣款申請	111_7
自動扣款如何申請	111_7
自動轉帳繳卡費	111_7
自動轉帳繳信用卡費	111_7
用其他間銀行自動信用卡費	111_7
用其他間銀行自動繳信用卡費	111_7
自動扣款申請書	111_7
玉山本行自動扣款	111_7
玉山本行自動繳卡款	111_7
玉山帳戶自動繳卡費	111_7
玉山帳戶自動扣信用卡費	111_7
玉山帳戶自動扣信用卡款	111_7
每個月自動扣繳卡費	111_7
每個月自動繳信用卡款	111_7
他行自動扣繳	111_7
他行自動繳信用卡款	111_7
沒有帳單不知怎麼轉帳	111_8
公司商務白金卡怎麼繳款	111_8
公司繳款信用卡款	111_8
atm信用卡自動扣款	111_8
帳款超過20000，無法在超商繳款。要如何處理	111_8
信用卡繳款銷帳編號	111_8
信用卡繳款他行	111_8
要使用帳戶轉帳繳款	111_8
超過十萬元帳單如何繳費	111_8
信用卡提前繳款	111_8
提前繳款信用卡款	111_8
要繳帳單	111_8
怎麼繳款	111_8
繳款個人信用卡款	111_8
多繳信用卡	111_8
繳款編號	111_8
公司卡繳款信用卡款	111_8
委託他人繳款	111_8
要交錢	111_8
信用卡款不能轉帳	111_8
信用卡款能用銀行卡轉帳	111_8
網路列印繳款聯	111_8
提前繳款	111_8
繳款方法	111_8
繳款帳號多少信用卡	111_8
公司繳款信用卡	111_8
多繳信用卡款	111_8
信用卡繳款不知道金額	111_8
多繳信用卡款帳號	111_8
帳單繳款號碼	111_8
信用卡繳款可以分行繳款	111_8
分行繳款	111_8
他行劃撥手續費	111_8
他行劃撥可以手續費	111_8
他行劃撥編號	111_8
玉山劃撥帳號	111_8
怎麼劃撥	111_8
郵局劃撥方法	111_8
郵局劃撥帳號	111_8
郵局劃撥單怎麼填寫	111_8
郵政劃撥	111_8
郵政劃撥帳號	111_8
劃撥	111_8
劃撥手續費	111_8
劃撥帳號索取	111_8
atm信用卡款帳號	111_8
atm怎麼使用繳款	111_8
atm怎麼繳款	111_8
atm轉帳信用卡款	111_8
atm轉帳信用卡號	111_8
atm轉帳帳戶	111_8
atm繳款	111_8
atm繳款介紹	111_8
atm繳款方法	111_8
atm繳款信用卡款銀行代號	111_8
atm繳款信用卡額度	111_8
atm繳款限額	111_8
atm繳款帳戶	111_8
atm繳款銀行號碼	111_8
卡費超過2萬如何用atm繳	111_8
卡號繳款信用卡款	111_8
沒有申請帳單怎麼他行轉帳	111_8
身分證字號代碼	111_8
身分證字號代碼查詢	111_8
身分證字號英文	111_8
身分證英文代號	111_8
身分證英文代碼	111_8
身分證英文變更	111_8
身分證英文變更數字	111_8
身分證對應數字	111_8
身分證變更英文	111_8
信用卡atm交款	111_8
信用卡atm繳款卡號	111_8
信用卡英文代號意思	111_8
信用卡帳單 使用atm轉帳繳費 要怎麼輸入?	111_8
信用卡銷帳帳戶	111_8
信用卡銷帳編號	111_8
信用卡轉帳	111_8
信用卡轉帳繳款方法	111_8
信用卡繳款atm	111_8
信用卡繳款轉帳帳號	111_8
怎麼他行轉帳信用卡	111_8
怎麼使用atm支付信用卡款	111_8
英文對應數字	111_8
英文轉數字	111_8
要使用atm轉帳	111_8
帳單遺失查詢atm轉帳帳戶	111_8
帳單遺失轉帳帳戶	111_8
網路轉帳繳款信用卡款帳號	111_8
請問信用卡費可否轉帳	111_8
轉帳信用卡繳款	111_8
轉帳繳款atm	111_8
轉帳繳款信用卡款帳戶	111_8
繳款代號	111_8
繳款信用卡款卡號	111_8
繳款信用卡款輸入卡號	111_8
信用卡帳單怎麼繳費	111_8
信用卡繳費方式	111_8
信用卡如何繳費	111_8
信用卡可以轉帳繳款嗎	111_8
信用卡可以到ATM繳嗎	111_8
信用卡可以郵局繳嗎	111_8
信用卡費怎麼繳費	111_8
信用卡費繳費方式	111_8
信用卡費如何繳費	111_8
信用卡帳單金額多少錢	113_1
信用卡欠款多少	113_1
卡費要繳多少錢	113_1
信用卡本期帳單金額多少	113_1
信用卡本期應繳帳單金額	113_1
可以幫我查詢信用卡金額多少	113_1
信用卡本期消費要繳多少	113_1
信用卡款要繳多少	113_1
查詢應繳卡費	113_1
信用卡帳單總金額	113_1
信用卡帳單總金額與最低金額	113_1
了解信用卡總消費	113_1
不了解繳款有效期限	113_1
欠信用卡款	113_1
信用卡欠帳	113_1
信用卡欠費	113_1
信用卡欠費多少	113_1
卡費	113_1
可以查詢信用卡帳務	113_1
本期信用卡款最低應繳金額多少	113_1
本期信用卡帳目金額	113_1
本期信用卡帳單可用餘額	113_1
本期信用卡最少多少	113_1
本期信用卡應繳信用卡款	113_1
目前信用卡欠費	113_1
目前國內不能查詢信用卡最低應繳金額什麼方法	113_1
收到信用卡沒有繳款的通知簡訊	113_1
查詢是否尚未繳款信用卡款	113_1
忘記本期帳單	113_1
我有帳單未繳款嗎	113_1
我要問信用卡總欠費多少	113_1
我想知道我這筆金額到底是多少	113_1
我想詢問 我全部應該繳的費用金額是多少	113_1
信用卡帳單金額查詢	113_1
信用卡欠款	113_1
信用卡欠款是否結清	113_1
信用卡本期繳款最低應繳金額	113_1
信用卡待繳金額	113_1
信用卡剩餘多少沒有繳款	113_1
信用卡款	113_1
信用卡款可用餘額查詢	113_1
信用卡款事宜	113_1
信用卡費	113_1
信用卡還有沒有繳款	113_1
怎麼查詢信用卡款	113_1
是否欠信用卡款	113_1
是否可先查詢本期信用卡帳單應繳金額	113_1
是否信用卡款欠繳	113_1
信用卡帳單是否還有欠費	113_1
查詢本期信用卡帳單沒有轉入帳單消費	113_1
查詢本期信用卡帳單要繳款	113_1
查詢本期信用卡帳單繳款日期及金額	113_1
要本期信用卡帳單	113_1
最新帳單何時出來	113_1
最新信用卡帳單何時出來	113_1
信用卡結帳出來了嗎	113_1
想詢問目前我還有欠款記錄嗎	113_1
請問可以幫我查詢我這個月信用卡繳款了嗎	113_1
應繳信用卡款可是不知應繳多少	113_1
應繳跟最低應繳金額	113_1
繳款多少信用卡款	113_1
信用卡繳款金額	113_1
繳款信用卡款多少	113_1
本期應繳金額	113_1
本期信用卡費多少錢	113_1
本期信用卡款多少	113_1
本期信用卡費多少	113_1
本期信用卡款多少錢	113_1
這期應繳金額	113_1
這期信用卡應繳金額	113_1
信用卡費這期多少錢	113_1
這期信用卡款多少	113_1
這期信用卡費多少錢	113_1
這期信用卡款多少錢	113_1
信用卡費多少	113_1
信用卡費多少錢	113_1
信用卡款多少	113_1
信用卡款多少錢	113_1
這期多少金額要繳	113_1
這期信用卡多少金額要繳	113_1
本期多少金額要繳	113_1
本期信用卡多少金額要繳	113_1
卡費要繳多少	113_1
這期要繳多少錢	113_1
本期要繳多少錢	113_1
帳單這次金額多少	113_1
帳單這次金額多少錢	113_1
帳單這次要繳多少	113_1
怎麼查詢最低應繳金額	113_2
信用卡帳單最低應繳金額多少錢	113_2
信用卡本期帳單最低應繳金額多少	113_2
信用卡本期帳單最低應繳金額	113_2
可以幫我查詢信用卡最低應繳金額多少	113_2
本期信用卡帳單最低應繳最低應繳金額多少	113_2
本期信用卡帳目最低應繳金額	113_2
本期信用卡最低多少	113_2
我想知道我這期最低應繳金額到底是多少	113_2
信用卡帳單最低應繳金額查詢	113_2
信用卡本期繳款最低應繳金額	113_2
信用卡待繳最低應繳金額	113_2
是否可先查詢本期信用卡帳單應繳最低金額	113_2
信用卡繳款最低應繳金額	113_2
我這個月最低繳多少	113_2
這個月最低多少	113_2
本期最低多少	113_2
最低可以繳多少錢	113_2
請問最低應繳費用多少	113_2
查詢最低應繳	113_2
本期最低金額多少	113_2
最低應繳金額	113_2
這期最低金額多少	113_2
本期最低應繳金額多少	113_2
這期最低應繳金額多少	113_2
帳單最低金額	113_2
帳單最低應繳金額	113_2
本期最少要繳多少錢	113_2
這期最少有繳多少錢	113_2
信用卡費這期最低金額	113_2
信用卡這期最低應繳金額	113_2
信用卡本期最低金額	113_2
信用卡本期最低應繳金額	113_2
這個月最低金額多少	113_2
這個月最低應繳金額多少	113_2
這個月最低金額多少錢	113_2
這個月最低應繳金額多少錢	113_2
信用卡最低應繳	113_2
信用卡費最低應繳	113_2
本期信用卡費最低應繳	113_2
信用卡費最低金額	113_2
本期信用卡最低應繳	113_2
信用卡帳單最低應繳	113_2
信用卡帳單最低金額	113_2
本期信用卡費最低應繳金額	113_2
本期信用卡費最低應繳金額多少	113_2
本期信用卡帳單最低金額	113_2
繳信用卡最低應繳	113_2
本期想繳最低應繳	113_2
本期最低應繳多少	113_2
本期信用卡帳單最低應繳	113_2
信用卡最低應繳多少錢	113_2
未繳信用卡帳單最低應繳	113_2
未繳信用卡最低應繳多少錢	113_2
本期帳單最低應繳是多少	113_2
本期帳單最低應繳的金額	113_2
這期帳單最低應繳金額	113_2
應繳的最低金額	113_2
至少需要繳的信用卡金額	113_2
這個月最少需要繳多少卡費	113_2
這個月帳單的最低金額	113_2
本月最低的繳款金額	113_2
請問這個月應繳的最低金額	113_2
請問這個月至少要繳多少	113_2
請問這個月至少要繳多少金額	113_2
想確認這個月至少要繳的最低金額	113_2
怎麼確認最少的應繳金額	113_2
怎麼查詢信用卡帳單最低應繳	113_2
未繳的最低金額至少要繳多少	113_2
本期帳單至少要繳多少	113_2
這期帳單最少要繳多少	113_2
請問這個月最少要繳多少	113_2
本期信用卡帳單最少要繳多少	113_2
這個月帳單至少要繳多少	113_2
請問這個月應繳金額最少多少	113_2
信用卡帳單何時到期	113_3
不知道帳單過期了沒	113_3
不知道信用卡繳費期限	113_3
想確認信用卡最晚何時要繳款	113_3
想確認信用卡帳單最晚何時要繳款	113_3
信用卡帳單超過幾號繳款就算過期	113_3
我信用卡帳單繳費期限到期了嗎	113_3
我信用卡帳單到期了嗎	113_3
信用卡繳款帳單繳費期限	113_3
我忘記信用卡繳費期限了	113_3
信用卡帳單什麼時候繳錢	113_3
信用卡繳款日期是幾號	113_3
信用卡帳單幾號要繳卡款	113_3
信用卡繳款期限什麼時候	113_3
這期帳單要不要繳	113_3
信用卡繳款截日是幾號	113_3
信用卡帳單已經超過繳款期了嗎	113_3
沒收到信用卡帳單何時繳款	113_3
信用卡帳單過期了嗎	113_3
信用卡帳單什麼寄過來繳款	113_3
信用卡帳單什麼要繳	113_3
信用卡帳單寄出了嗎	113_3
忘記繳款信用卡帳單期限到幾號	113_3
帳單繳費期間	113_3
信用卡繳費期間	113_3
帳單何時到期	113_3
本期帳單期限	113_3
帳單繳費期限	113_3
卡費期限	113_3
查詢信用卡繳費期限	113_3
查詢信用卡帳單期限	113_3
卡費繳納時間	113_3
卡費最晚期限	113_3
信用卡最晚繳費期限	113_3
信用卡繳款時間	113_3
信用卡繳費時間	113_3
帳單何時過期	113_3
帳單過期時間	113_3
我的帳單幾號截止	113_3
我的帳單截止日幾號	113_3
帳單幾號截止	113_3
信用卡帳單截止日期	113_3
信用卡繳款截止日	113_3
信用卡帳單幾號截止	113_3
信用卡帳單截止時間	113_3
信用卡帳單過期時間	113_3
信用卡最後一天什麼時候	113_3
查詢可用額度	1121
想知道信用卡額度 	1121
額度剩多少可以用	1121
還可以刷多少	1121
信用卡可用額度查詢	1121
還有多少額度可以用	1121
卡片總額度多少	1121
信用卡還有多少額度可以用	1121
信用卡額度還多少	1121
卡額度爆了嗎	1121
可以查詢使用額度	1121
信用卡可以消費多少	1121
信用卡可用餘額多少	1121
信用卡可用額度查詢方式	1121
目前信用卡額度	1121
信用卡使用餘款	1121
信用卡使用額度查詢	1121
