texts	labels
is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city	atis_flight
show me the flights from philadelphia to dallas with one stop	atis_flight
show me the flights that go from san diego to newark with one stop in houston	atis_flight
i need a flight from atlanta to charlotte north carolina next monday	atis_flight
list the cheapest one way flight from miami florida to charlotte north carolina	atis_flight
what are the flights from st. louis to charlotte north carolina leaving on friday	atis_flight
show me the flights from san diego to newark new jersey	atis_flight
i need to fly from atlanta to charlotte north carolina next monday	atis_flight
wednesday morning flights between baltimore and newark new jersey	atis_flight
tell me about flights from atlanta to charlotte north carolina leaving on monday and arriving in charlotte	atis_flight
show me the flights that go from san diego to newark new jersey	atis_flight
show me the flights that go from san diego to newark new jersey by way of houston	atis_flight
give me the flights from memphis tennessee to charlotte north carolina	atis_flight
are there any flights from pittsburgh to boston that leave between noon and 5 o'clock	atis_flight
list all flights arriving or leaving denver between 8 and 9 pm	atis_flight
show me the cheapest one way flights from pittsburgh to dallas leaving pittsburgh between noon and 2 pm	atis_flight
tell me about flights from toronto to salt lake city leaving toronto between 530 and 7 pm	atis_flight
what airlines off from love field between 6 and 10 am on june sixth	atis_airline
show me the united flights from bwi to denver	atis_flight
flights from la guardia or jfk to cleveland	atis_flight
flights from jfk or la guardia to cleveland	atis_flight
what city is the airport mco in	atis_city
which airlines fly from bwi to dallas fort worth	atis_airline
show me the first class and coach flights from jfk to miami	atis_flight
sfo to denver on monday november eleventh 1991	atis_flight
show me the first class and coach flights between jfk and orlando	atis_flight
what's the lowest round trip fare from bwi to any city	atis_airfare
what flights are between dfw and oakland	atis_flight
what is the cost of a round trip ticket first class between oak and atl	atis_airfare
how do i get from bwi to washington	atis_flight
what is the earliest flight that i can get from bwi to boston logan	atis_flight
i would like a nonstop flight from jfk to las vegas on march second	atis_flight
i need the flight numbers of flights leaving from cleveland and arriving at dallas	atis_flight_no
what is the flight number of the earliest flight between boston and washington dc	atis_flight_no
flight number from dallas to houston	atis_flight_no
i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night	atis_flight_no
what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco	atis_flight_no
flight numbers from chicago to seattle on continental	atis_flight_no
please show me the return flight number from toronto to st. petersburg	atis_flight_no
may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday	atis_flight_no
flight numbers from seattle to chicago on continental	atis_flight_no
flight number from houston to dallas	atis_flight_no
flight numbers from columbus to minneapolis tomorrow	atis_flight_no
flight numbers from chicago to seattle	atis_flight_no
i need flight numbers for those flights departing on thursday before 8 am from oakland going to salt lake city	atis_flight_no
list the number of flights arriving in dallas fort worth from boston before noon	atis_flight_no
flight numbers on american airlines from phoenix to milwaukee	atis_flight_no
what are the flight numbers of the flights which go from san francisco to washington via indianapolis	atis_flight_no
what car rentals are available next sunday from denver airport	atis_ground_service
i'll need a rental car at the atlanta airport can you show me what's available	atis_ground_service
can i have a rental car in houston	atis_ground_service
what are the rental car rates in dallas	atis_ground_fare
rental car in baltimore	atis_ground_service
what do you know about car rental in denver	atis_ground_service
what are the costs of car rental in dallas	atis_ground_fare
what are the rental car rates in san francisco	atis_ground_fare
what about a car rental in denver	atis_ground_service
is there an airport limousine at the atlanta airport	atis_ground_service
can i get a rental car in dallas	atis_ground_service
is there taxi service at the ontario airport	atis_ground_service
can you list costs of denver rental cars	atis_ground_fare
show me the car rentals in baltimore	atis_ground_service
what is the cost of the air taxi operation at philadelphia international airport	atis_ground_fare
show me a list of rental car fares at boston airport	atis_ground_service
explain restriction ap please	atis_abbreviation
explain restriction ap80	atis_abbreviation
what does ap57 mean	atis_abbreviation
what is the meaning of restriction ap80	atis_abbreviation
list all of the daily flights arriving in denver between 8 and 9 pm	atis_flight
show me flights arriving in baltimore from pittsburgh between 4 and 5 pm	atis_flight
the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday	atis_flight
which flights travel from las vegas to los angeles california and arrive on april ninth between 4 and 5 pm	atis_flight
flights from pittsburgh to baltimore arriving between 4 and 5 pm	atis_flight
show flights from denver to oakland arriving between 12 and 1 o'clock	atis_flight
is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm	atis_flight
what nonstop flights are available from oakland to philadelphia arriving between 5 and 6 pm	atis_flight
list all flights arriving in denver between 8 and 9 pm	atis_flight
show me all the flights on america west and twa from las vegas to jfk on a friday	atis_flight
flights from la guardia to jfk	atis_flight
what's the lowest round trip fare from atlanta to bwi	atis_airfare
show me a return flight from miami to jfk please	atis_flight
show me the flights from atlanta to bwi	atis_flight
what is the earliest flight between logan and bwi	atis_flight
show me all flights from boston to dfw	atis_flight
what is the cheapest flight from boston to bwi	atis_flight
all flights phoenix to sfo	atis_flight
what are the fares for flights between atlanta and dfw	atis_airfare
could you give me the schedule of flights for american and delta to dfw on august fifteenth	atis_flight_time
what's the earliest flight from boston to bwi that serves dinner	atis_flight
show all flights from miami to jfk	atis_flight
what flights are there on wednesday evening or thursday morning from denver to sfo	atis_flight
what are the fares for flights between atlanta and dfw provided by delta airlines	atis_airfare
does eastern airlines fly early in the morning between logan and bwi	atis_flight
what flights are there on wednesday evening from denver to sfo	atis_flight
list la	atis_city
what are the cities served by delta airlines	atis_city
where is lester pearson airport	atis_city
what cities does continental service	atis_city
show me the cities served by canadian airlines international	atis_city
are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning	atis_city
what cities does northwest fly to	atis_city
where is general mitchell international located	atis_city
where is mco	atis_city
which cities does united airlines service	atis_city
show me city served both by nationair and canadian airlines international	atis_city
show me all the cities that midwest express serves	atis_city
list the cities from which northwest flies	atis_city
what time zone is denver in	atis_city
what city is mco	atis_city
what cities are served by canadian airlines international	atis_city
show me the cities served by nationair	atis_city
what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon	atis_flight
show me all the delta flights leaving or arriving at pittsburgh between 12 and 4 in the afternoon	atis_flight
show me all the eastern airlines flights leaving pittsburgh between 12 and 4 in the afternoon	atis_flight
show me all the delta flights leaving pittsburgh between 12 and 4 in the afternoon	atis_flight
are there any american airlines flights flying into pittsburgh between 12 and 4 in the afternoon	atis_flight
find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon	atis_flight
what's the fare for a taxi to denver	atis_ground_fare
what are the fares for ground transportation in denver	atis_ground_fare
how much is a limousine service in la guardia	atis_ground_fare
how much is a limousine service in toronto international	atis_ground_fare
how much is the limousine service in boston	atis_ground_fare
how much is a limousine between dallas fort worth international airport and dallas	atis_ground_fare
what price is a limousine service in boston	atis_ground_fare
how much is the ground transportation between atlanta and downtown	atis_ground_fare
how much is limousine service in los angeles	atis_ground_fare
how much does it cost to rent a car in tacoma	atis_ground_fare
how expensive is the san francisco limousine service	atis_ground_fare
what is the cost of limousine service at logan airport	atis_ground_fare
what price is a limousine service to new york's la guardia	atis_ground_fare
show me all the flights that arrive in baltimore from anywhere between 1850 and midnight	atis_flight
flights from oakland to san francisco on january twenty first 1992	atis_flight
please find a flight round trip from los angeles to tacoma washington with a stopover in san francisco not exceeding the price of 300 dollars for june tenth 1993	atis_flight
is there a flight leaving at 1505 from pittsburgh to baltimore on july twenty fifth 1991	atis_flight
show me the flights from boston to fort worth on the morning of july tenth 1991	atis_flight
what are the flights from boston to washington on october fifteenth 1991	atis_flight
show me the cheapest one way fare from san francisco to houston on february twenty eighth 1994	atis_airfare
what first class flights are available on july twenty fifth 1991 from denver to baltimore	atis_flight
which of the flights from pittsburgh to baltimore on july twenty fifth 1991 carries the smallest number of passengers	atis_flight
what are the flights on january first 1992 from boston to san francisco	atis_flight
what is the cost of a ticket going from denver to boston july twenty fifth 1991	atis_airfare
what flights are available from pittsburgh to baltimore on july twenty fifth 1991	atis_flight
show me all the flights from san francisco to boston for august thirty first 1991	atis_flight
show all flights from pittsburgh to san francisco on july twenty eighth 1991	atis_flight
what economy flights are available from dallas to baltimore on july twenty fifth 1991	atis_flight
what first class flights are available from denver to baltimore on july twenty fifth 1991	atis_flight
what are the flights from philadelphia to dallas on october first 1991	atis_flight
show me the cheapest round trip fare from san francisco to houston on february twenty eighth 1994	atis_airfare
show me fares for flights from minneapolis to seattle on july first 1993	atis_airfare
flight information on january twenty third 1992 from denver to san francisco	atis_flight
list the flights and time of arrival for flights arriving in dallas fort worth from boston before noon	atis_flight
please give me flight schedules from baltimore to philadelphia	atis_flight
on united airlines give me the flight times from boston to dallas	atis_flight_time
i need to fly from boston to baltimore please give me the times of your flights in the morning before 8 o'clock	atis_flight
what is the schedule for flights between pittsburgh and boston on the evening of july ninth	atis_flight_time
please list the flight times from pittsburgh to newark	atis_flight_time
us air 269 leaving boston at 428 what is the arrival time in baltimore	atis_flight
please give me flight schedules from pittsburgh to philadelphia	atis_flight
what are the departure times from detroit to westchester county	atis_flight_time
what is the earliest departure time from boston to denver	atis_flight_time
show me the daily flight schedule between boston and pittsburgh	atis_flight
all right give me the flight times in the morning on september twentieth from pittsburgh to san francisco	atis_flight_time
please list the flight times from boston to pittsburgh	atis_flight_time
what is the flight schedule of the f28 from pittsburgh to baltimore	atis_flight_time
what is the arrival time in san francisco for the 755 am flight leaving washington	atis_flight_time
show me all flights between san francisco and philadelphia on september fifteenth with departure time after 12 pm	atis_flight
list the flights and departure times for flights leaving dallas fort worth for boston after 6 pm	atis_flight
please list the flight schedule from baltimore to san francisco on friday nights	atis_flight_time
show me the flight schedule from pittsburgh to san francisco	atis_flight_time
please give me the flight times the morning on united airlines for september twentieth from philadelphia to san francisco	atis_flight_time
flights and fares from denver to oakland	atis_flight#atis_airfare
please give me a list of all the flights between dallas and baltimore and their cost	atis_flight#atis_airfare
i need a round trip from phoenix to washington dc and the fare leaving in the morning	atis_flight#atis_airfare
list all flights and their fares from indianapolis to memphis on a monday morning	atis_flight#atis_airfare
all flights and fares from dallas	atis_flight#atis_airfare
show me all flights and fares from denver to san francisco	atis_flight#atis_airfare
what are the flights and fares from boston to philadelphia	atis_flight#atis_airfare
what are the flights and fares from atlanta to philadelphia	atis_flight#atis_airfare
show all flights and fares from pittsburgh to san francisco	atis_flight#atis_airfare
show flight and prices kansas city to chicago on next wednesday arriving in chicago by 7 pm	atis_flight#atis_airfare
all flights and fares from denver to pittsburgh on us air number 1039 on a thursday	atis_flight#atis_airfare
all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars	atis_flight#atis_airfare
i need a round trip flight from san diego to washington dc and the fares	atis_flight#atis_airfare
list all sunday flights from cleveland to nashville and their fares	atis_flight#atis_airfare
list all flights and their fares from memphis to miami on a wednesday evening	atis_flight#atis_airfare
i need flight and fare information departing from oakland to salt lake city on thursday before 8 am	atis_flight#atis_airfare
list all flights and their fares for all flights between miami and indianapolis	atis_flight#atis_airfare
first flights and fares from pittsburgh to atlanta on a thursday	atis_flight#atis_airfare
again i will repeat i want to make a one way flight from boston to atlanta will you tell me how much the fares are i would like the cheapest fare	atis_flight#atis_airfare
show me the nonstop flights and fares from toronto to st. petersburg	atis_flight#atis_airfare
give me the flights and fares on december twenty seventh from orlando to indianapolis	atis_flight#atis_airfare
what does dfw mean	atis_abbreviation
what does mco mean	atis_abbreviation
what does iah mean	atis_abbreviation
what does ord mean	atis_abbreviation
what is ewr	atis_abbreviation
what ground transportation is available between dca and downtown washington	atis_ground_service
what is cvg	atis_abbreviation
what does mco stand for	atis_abbreviation
what is bna	atis_abbreviation
what is mci	atis_abbreviation
what does hou mean	atis_abbreviation
what is mco	atis_abbreviation
please list the ground transportation from lga into new york city	atis_ground_service
what does lax stand for	atis_abbreviation
what is yyz	atis_abbreviation
what are the flights between dca and milwaukee	atis_flight
what does ewr mean	atis_abbreviation
please list ground transportation from ewr into new york city	atis_ground_service
what is ord	atis_abbreviation
what is bur	atis_abbreviation
how long does it take to get from atlanta airport into the city of atlanta	atis_distance
what is the distance from la guardia to new york's downtown	atis_distance
how long is the flight from atlanta to san francisco at noon on november seventh	atis_distance
how far is new york's la guardia from downtown	atis_distance
how long does it take to get from kansas city to st. paul	atis_distance
list the distance in miles from san francisco international airport to san francisco downtown	atis_distance
what is the distance from los angeles international airport to los angeles	atis_distance
what is the distance from san francisco international airport to san francisco	atis_distance
how far is it from orlando airport to orlando	atis_distance
list the distance in miles from new york's la guardia airport to downtown new york city	atis_distance
how far from the airport in the dallas fort worth airport is dallas	atis_distance
what is the distance between pittsburgh airport and downtown pittsburgh	atis_distance
how far is oakland airport from downtown	atis_distance
how far is san francisco international from downtown	atis_distance
how far is the airport from san francisco	atis_distance
how long does it take to get from denver to oakland	atis_distance
list distance from airports to downtown in new york	atis_distance
how far is it from salt lake city airport to salt lake city	atis_distance
how far is the airport from downtown pittsburgh	atis_distance
how far is downtown from the airport in dallas	atis_distance
list the distance in miles from boston airport to downtown boston	atis_distance
what is the distance from toronto international airport to toronto	atis_distance
how long is a trip from philadelphia airport to downtown philadelphia	atis_distance
what is the distance from boston airport to boston	atis_distance
list airports	atis_airport
does the philadelphia airport have a name	atis_airport
please show me all airports in denver	atis_airport
show me the airports serviced by tower air	atis_airport
list airports in la	atis_airport
list airports in new york	atis_airport
tell me all the airports near westchester county	atis_airport
airports in new york	atis_airport
please list information regarding san francisco airport	atis_airport
list the airports in la	atis_airport
tell me all the airports in the new york city area	atis_airport
what's the airport at orlando	atis_airport
what airport is at tampa	atis_airport
names of airports	atis_airport
what is the name of the airport in philadelphia	atis_airport
what's the name of the denver airport	atis_airport
i would like to know what airports are in los angeles	atis_airport
describe pittsburgh airport	atis_airport
which flight between pittsburgh and baltimore on july nineteenth has the smallest seating capacity	atis_flight
show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth	atis_flight
what aircraft has the largest seating capacity	atis_aircraft
what's the smallest plane that flies from pittsburgh to baltimore on eight sixteen	atis_aircraft
please tell me which airline has the most departures from atlanta	atis_airline
what's the smallest plane flying from pittsburgh to baltimore on december seventeenth	atis_aircraft
which airline has the most arrivals in atlanta	atis_airline
what is the aircraft type with the greatest seating capacity	atis_aircraft
what is the smallest aircraft available to fly on from pittsburgh to baltimore	atis_aircraft
which airline has more business class flights than any other airline	atis_airline
what is the total seating capacity of all aircraft of american airlines	atis_capacity
which airline has the most business class flights	atis_airline
give me the earliest flight tomorrow from st. petersburg to milwaukee on a airline other than twa	atis_flight
what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh	atis_aircraft
what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh	atis_aircraft
instead of denver can i have the same flight from toronto to san diego but stopping in dallas fort worth	atis_flight
of all airlines which airline has the most arrivals in atlanta	atis_airline
what airline besides continental flies between boston and denver	atis_airline
what's the next smallest plane after a turboprop	atis_aircraft
what is the next flight from pittsburgh to san francisco after delta flight 1059	atis_flight
is there an airline that advertises having more flights than any other airline	atis_airline
show me all flights from san francisco to la guardia nonstop	atis_flight
what types of ground transportation are there to san francisco airport	atis_ground_service
what flights arrive at love field on june sixth	atis_flight
show flights first class on american from dallas fort worth to san francisco international	atis_flight
show me the flights arriving at love field from all other airports	atis_flight
show me the flights to love field from all other airports	atis_flight
i need a flight from salt lake to newark airport that arrives on saturday before 6 pm	atis_flight
show me the flights from all airports to love field	atis_flight
show me the flights into love field	atis_flight
what flights are available from pittsburgh to oakland airport	atis_flight
show me the flights arriving at love field from other airports	atis_flight
please list the cost of all flights from philadelphia to denver airport next sunday	atis_airfare
show me the flights arriving at love field	atis_flight
list all the airlines that fly into general mitchell international	atis_airline
list all flights arriving at general mitchell international	atis_flight
list all the flights that arrive at general mitchell international airport	atis_flight
i'd like a flight from cincinnati to newark airport that arrives on saturday before 6 pm	atis_flight
how many flights arrive at general mitchell international	atis_quantity
please give me the prices for all flights from philadelphia to denver airport next sunday	atis_airfare
what flights land at general mitchell international	atis_flight
please show all flights from philadelphia to denver airport next sunday	atis_flight
list all the flights that arrive at general mitchell international from various cities	atis_flight
show me all flights arriving at love field from other airports	atis_flight
show me the latest flight to love field	atis_flight
and how can i get to the boston airport from downtown boston	atis_ground_service
show me all flights from san diego to dulles on boeing 767	atis_flight
list the flights from new york to miami on a tuesday which are nonstop and cost less than 466 dollars	atis_flight
which flight is a one way fare at 329 dollars from denver to pittsburgh	atis_flight
show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars	atis_flight
round trip fares from denver to philadelphia less than 1000 dollars	atis_airfare
show me all fares between philadelphia and san francisco that are less than 200 dollars one way	atis_airfare
show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way	atis_flight
show me all flights from new york to miami on a tuesday with round trip fare less than 932 dollars	atis_flight
round trip air fares from pittsburgh to philadelphia less than 1000 dollars	atis_airfare
round trip fare from baltimore to philadelphia less than 1000 dollars	atis_airfare
show me fares from dallas to baltimore that cost less than 300 dollars	atis_airfare
flights from baltimore to philadelphia where the round trip fare is less than 1000 dollars	atis_flight
round trip fares from denver to philadelphia under 1000 dollars	atis_airfare
list the morning flights at a 124 dollars from atlanta to boston	atis_flight
round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars	atis_airfare
list the nonstop flights from miami to new york on a sunday along with the fares that are less than 466 dollars	atis_flight
is there a fare from pittsburgh to cleveland under 200 dollars	atis_airfare
please show me flights which cost less than or equal to 466 dollars from new york to miami leaving on a tuesday	atis_flight
show me all flights from atlanta to dallas round trip less than 1100 dollars	atis_flight
all flights from montreal less than 150 dollars	atis_flight
round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars	atis_airfare
round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from pittsburgh to philadelphia less than 1000 dollars	atis_airfare
flights from baltimore denver and pittsburgh to philadelphia where the round trip fare for each is less than 1000 dollars	atis_flight
give me all the flights from new york to miami round trip with costs less than 466 dollars	atis_flight
show me fares less than 400 dollars for flights from dallas to baltimore	atis_airfare
round trip air fares from baltimore to philadelphia less than 1000 dollars	atis_airfare
how many people fit on a 72s airplane	atis_capacity
how many passengers can an l1011 aircraft hold	atis_capacity
how many people fly on a turboprop	atis_capacity
what is the seating capacity of the 733	atis_capacity
what is the seating capacity of the various airplanes that united airlines uses	atis_capacity
how many people fit on a 73s	atis_capacity
how many seats in a 734	atis_capacity
what is the seating capacity of a boeing 767	atis_capacity
what is the seating capacity of the type of aircraft m80	atis_capacity
what is the capacity of the 73s	atis_capacity
what is the seating capacity for aircraft l10	atis_capacity
what is the seating capacity of a 72s	atis_capacity
what is the seating capacity of the m80	atis_capacity
how many seats in a 72s	atis_capacity
what is the seating capacity for the f28	atis_capacity
list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore	atis_capacity
what is the seating capacity of the aircraft m80	atis_capacity
list seating capacities of delta flights from seattle to salt lake city	atis_capacity
what's the capacity of an f28	atis_capacity
how many passengers can fly on a 757	atis_capacity
what are the seating capacities of planes between pittsburgh and baltimore	atis_capacity
what is the seating capacity of the 757	atis_capacity
what is seating capacity on the aircraft 73s	atis_capacity
what's the capacity of a 733	atis_capacity
what is the seating capacity of an m80	atis_capacity
what is the seating capacity of the aircraft 72s	atis_capacity
how many people will a 757 hold	atis_capacity
how many passengers fit on a d9s	atis_capacity
all flights from pittsburgh to dallas round trip after 12 pm less than 100	atis_flight
round trip flights from minneapolis to san diego coach economy fare	atis_flight
show me all prices of economy from baltimore to dallas	atis_airfare
what is the fare on the thrift economy flight from boston to san francisco	atis_airfare
are there any thrift economy flights to san francisco from boston	atis_flight
what economy flights are available from dallas to baltimore on december seventeenth	atis_flight
can you show me the economy fare flights from baltimore to dallas	atis_airfare
can you show me the available flights from baltimore to dallas with economy fares	atis_flight
can you show me the flights from dallas to baltimore with economy fares	atis_flight
show me the flights from dallas to baltimore at economy level	atis_flight
show me economy fares from dallas to baltimore	atis_airfare
what flights are available from dallas to atlanta with one way economy fares	atis_flight
what flights are available from atlanta to oakland with one way economy fares	atis_flight
what is the economy thrift fare from boston to washington	atis_airfare
i'd like to see all the economy fares from baltimore to philadelphia	atis_airfare
what is the thrift economy flight fare from washington to san francisco	atis_airfare
show me all the available flights from baltimore to dallas with economy fares	atis_flight
show me the cheapest economy flights from miami to new york	atis_flight
