	texts	labels
292	信用卡下個月已刷的明細	111_4
293	信用卡下個月要繳的內容	111_4
294	信用卡目前已經累積的內容	111_4
295	卡片下個月要繳的內容	111_4
296	卡片下個月應繳的明細	111_4
297	請問已經請款的消費	111_4
298	請問目前已經請款的內容	111_4
299	請問目前下個月要繳的內容	111_4
300	已經繳款仍收帳單	111_5
301	信用卡繳款入帳查詢	111_5
302	信用卡繳款怎麼傳真訊息索取	111_5
303	麻煩請幫我查詢一下10月份的扣款是否有扣到呢	111_5
304	信用卡轉入查詢	111_5
305	忘記是否繳過信用卡款	111_5
306	我卡費昨天已經繳了  怎麼沒顯示	111_5
307	信用卡款繳款情形	111_5
308	查詢信用卡使用玉山轉帳是否成功	111_5
309	查詢信用卡款繳款紀錄	111_5
310	本期已經繳款多少	111_5
311	怎麼查詢信用卡繳費機錄	111_5
312	信用卡繳款紀錄疑問	111_5
313	可以繳款紀錄	111_5
314	信用卡怎麼查詢繳款已經轉入	111_5
315	帳單扣到錢	111_5
316	信用卡款是否已經轉入	111_5
317	不了解繳款沒有	111_5
318	本期帳單已經結清	111_5
319	看看是否繳款	111_5
320	怎麼查詢信用卡繳款紀錄	111_5
321	本期帳單完成繳款	111_5
322	信用卡本期繳款	111_5
323	想查詢一下是否完成信用卡繳費	111_5
324	帳單交沒有	111_5
325	繳款查詢	111_5
326	請問，我02/09繳入的金額，入帳了嗎	111_5
327	前何時繳款	111_5
328	最後繳款何時	111_5
329	信用卡繳款轉入查詢	111_5
330	已經atm繳款	111_5
331	忘記是否繳款	111_5
332	本期帳單繳款完了	111_5
333	帳單不是已經繳清	111_5
334	收繳款	111_5
335	入款紀錄	111_5
336	請問我的卡費繳了嗎	111_5
337	查詢轉入紀錄	111_5
338	想請問是否已收到信用卡繳款款項	111_5
339	可以幫轉入	111_5
340	我有信用卡 帳單還沒繳嗎	111_5
341	信用卡已繳款查詢	111_5
342	信用卡款已經結清	111_5
343	本期帳單扣繳成功	111_5
344	信用卡繳款卡情形	111_5
345	繳款紀錄查詢	111_5
346	還有信用卡款沒有繳款	111_5
347	已有轉帳信用卡款	111_5
348	我10月份的應繳款，是否有入帳	111_5
349	想知道2020年六月的繳款紀錄	111_5
350	可以幫查詢本期是否繳款	111_5
351	繳款成功	111_5
352	繳款明細	111_5
353	信用卡哪裡期沒有繳款	111_5
354	繳款沒有	111_5
355	帳單沒有繳款	111_5
356	查詢本期繳款是否成功	111_5
357	幫查詢信用卡款項是否已經繳款入賬	111_5
358	信用卡繳款明細	111_5
359	想確認剛剛線上購物有沒有重複繳款	111_5
360	繳款紀錄	111_5
361	繳款信用卡查詢	111_5
362	我繳款進去了嗎	111_5
363	繳款入帳了嗎	111_5
364	幫我查這個月帳單繳款了嗎	111_5
365	帳單我繳了沒	111_5
366	最一次繳款是什麼時候	111_5
367	我這期個用卡帳單繳了嗎	111_5
368	有沒有收到信用卡繳款	111_5
369	我帳單有沒有繳款	111_5
370	這個月帳單有扣款成功嗎	111_5
371	信用卡帳單要扣到款項嗎	111_5
372	我有轉錢到信用卡有進去嗎	111_5
373	我到便利商店繳款有收到嗎	111_5
374	有辦自動扣繳有扣到信用卡款項嗎	111_5
375	請問卡費繳款是否入帳	111_5
376	如何確認卡費已繳款成功	111_5
377	您好，線上繳款上限多少？	111_6
378	我要用ebill繳信用卡費	111_6
379	繳款qrcode	111_6
380	全國繳款網	111_6
381	信用卡繳款qrcode	111_6
382	無法線上繳信用卡帳單	111_6
383	帳單qrcode繳款	111_6
384	官網網路繳款	111_6
385	全國繳款網限額	111_6
386	為什麼不能線上繳費	111_6
387	信用卡繳款網路	111_6
388	全國繳款網轉帳額度	111_6
389	全國繳費網	111_6
390	快速線上繳款	111_6
391	線上轉帳繳費	111_6
392	線上繳卡費	111_6
393	網路上怎麼繳款	111_6
394	線上怎麼轉帳	111_6
395	線上轉帳帳號要輸入幾號	111_6
396	網路怎麼繳款	111_6
397	網路ATM怎麼轉帳	111_6
398	怎麼用自己的帳號線上繳信用卡款	111_6
399	qrcode怎麼繳款	111_6
400	線上繳信用卡款有限制額度嗎	111_6
401	線上繳信用卡可以轉多少	111_6
402	網路繳信用卡費	111_6
403	信用卡網路轉帳繳費	111_6
404	信用卡線上繳費	111_6
405	信用卡網路繳費方式	111_6
406	信用卡網路如何繳費	111_6
407	線上繳納信用卡手續費	111_6
408	我要網路繳卡費	111_6
409	我要網路繳信用卡費	111_6
410	網路要怎麼繳卡費	111_6
411	可以用其他銀行帳號繳卡費嗎	111_6
412	可以用其他銀行帳號繳信用卡費嗎	111_6
413	網路繳信用卡費方式	111_6
414	線上繳信用卡費方式	111_6
415	ebii繳信用卡費	111_6
416	網路繳本行信用卡帳單	111_6
417	網路繳納信用卡方式	111_6
418	網路繳卡費	111_6
419	全國繳費網繳費	111_6
420	全國繳費往繳信用卡費	111_6
421	全國繳費往繳本期信用卡費	111_6
422	如何用全國繳費往繳卡費	111_6
423	全國繳費網繳卡費用手續費嗎	111_6
424	全國繳費網最多可以繳多少	111_6
425	網路繳信用卡費上限	111_6
426	網路繳信卡款	111_6
427	網路繳本期信用卡費	111_6
428	網路繳信用卡費有手續費嗎	111_6
429	網路繳信用卡費規定	111_6
430	線上繳本期信用卡費	111_6
431	線上繳本期信用卡費有手續費嗎	111_6
432	可以線上繳超過帳單金額嗎	111_6
433	線上繳費可以只繳部分金額嗎	111_6
434	怎麼用網路繳信用卡費	111_6
435	怎麼用網路繳本期信用卡費	111_6
436	怎麼在線上繳信用卡款	111_6
437	線上可以繳信用卡款嗎	111_6
438	線上怎麼繳信用卡費	111_6
439	請問線上怎麼繳信用卡費	111_6
440	線上繳信用卡費方法	111_6
441	網路繳款方式	111_6
442	網路繳款方法	111_6
443	網路繳款上限金額	111_6
444	網路可繳信用卡費的上限	111_6
445	線上繳卡費得金額上限	111_6
446	線上繳款可繳自訂金額嗎	111_6
447	全國繳費網手續費	111_6
448	全國繳費網金額上限	111_6
449	全國繳費網操作方式	111_6
450	全國繳費網只能繳自己的卡費嗎	111_6
451	全國繳費網繳費流程	111_6
452	atm申請信用卡自動扣款	111_7
453	分行申請他行帳戶扣繳	111_7
454	主動轉帳繳款信用卡款	111_7
455	他行主動申請書	111_7
456	他行扣繳申請書	111_7
457	他行扣繳信用卡款	111_7
458	他行自動扣款手續費	111_7
459	他行信用卡使用玉山帳戶扣繳要前往玉山申請仍他行	111_7
460	他行帳戶自動扣款	111_7
461	他行帳戶轉帳繳款	111_7
462	可以申請他行自動扣款表單	111_7
463	申請信用卡他行扣繳	111_7
464	申請帳單自動扣款	111_7
465	申請帳單自動扣款方法	111_7
466	扣繳帳戶申請書	111_7
467	自動扣款可以申請他行表單	111_7
468	自動扣款信用卡款	111_7
469	定期扣繳信用卡款	111_7
470	非玉山帳戶信用卡轉帳扣繳申請	111_7
471	信用卡主動轉帳申請	111_7
472	信用卡他行扣繳申請書	111_7
473	信用卡代扣手續費	111_7
474	信用卡申請主動轉帳	111_7
475	信用卡自動扣款他行帳戶	111_7
476	信用卡自動扣款限定玉山帳戶	111_7
477	信用卡自動扣繳申辦，非臨櫃申辦	111_7
478	信用卡怎麼申請帳戶直接繳款	111_7
479	信用卡款他行帳戶扣款日	111_7
480	信用卡款使用帳戶自動扣款	111_7
481	信用卡轉帳扣繳申請	111_7
482	要申請信用卡信用卡款自動扣款扣繳帳戶是否只有使用玉山帳戶	111_7
483	寄送轉帳申請書	111_7
484	帳戶自動扣款要玉山帳戶	111_7
485	帳單自動扣款	111_7
486	帳單自動扣款申請	111_7
487	設定信用卡款轉帳要怎麼申請	111_7
488	跨行要主動轉帳扣繳信用卡怎麼申請	111_7
489	繳款信用卡使用帳戶扣繳	111_7
490	帳戶可以扣信用卡費嗎	111_7
491	帳戶可以繳信用卡費嗎	111_7
492	怎麼申請帳戶繳信用卡款	111_7
493	怎麼申請帳戶繳信用卡費	111_7
494	如何申請帳戶繳信用卡款	111_7
495	如何申請帳戶繳信用卡費	111_7
496	他行帳戶可以扣卡費嗎	111_7
497	帳戶怎麼申請扣信用卡費	111_7
498	如何設定約定帳戶自動扣款	111_7
499	自動扣款信用卡費	111_7
500	自動轉帳信用卡費	111_7
501	使用帳戶扣信用卡費	111_7
502	其他銀行扣信用卡費	111_7
503	他行自動轉帳信用卡費	111_7
504	帳戶自動扣繳信用卡費	111_7
505	友行自動扣信用卡費	111_7
506	銀行扣信用卡費	111_7
507	帳戶扣信用卡費	111_7
508	ach代收信用卡費	111_7
509	網路申請帳戶自動扣款	111_7
510	線上申請自動扣款	111_7
511	自動扣款申請	111_7
512	自動扣款如何申請	111_7
513	自動轉帳繳卡費	111_7
514	自動轉帳繳信用卡費	111_7
515	用其他間銀行自動信用卡費	111_7
516	用其他間銀行自動繳信用卡費	111_7
517	自動扣款申請書	111_7
518	玉山本行自動扣款	111_7
519	玉山本行自動繳卡款	111_7
520	玉山帳戶自動繳卡費	111_7
521	玉山帳戶自動扣信用卡費	111_7
522	玉山帳戶自動扣信用卡款	111_7
523	每個月自動扣繳卡費	111_7
524	每個月自動繳信用卡款	111_7
525	他行自動扣繳	111_7
526	他行自動繳信用卡款	111_7
527	沒有帳單不知怎麼轉帳	111_8
528	公司商務白金卡怎麼繳款	111_8
529	公司繳款信用卡款	111_8
530	atm信用卡自動扣款	111_8
531	帳款超過20000，無法在超商繳款。要如何處理	111_8
532	信用卡繳款銷帳編號	111_8
533	信用卡繳款他行	111_8
534	要使用帳戶轉帳繳款	111_8
535	超過十萬元帳單如何繳費	111_8
536	信用卡提前繳款	111_8
537	提前繳款信用卡款	111_8
538	要繳帳單	111_8
539	怎麼繳款	111_8
540	繳款個人信用卡款	111_8
541	多繳信用卡	111_8
542	繳款編號	111_8
543	公司卡繳款信用卡款	111_8
544	委託他人繳款	111_8
545	要交錢	111_8
546	信用卡款不能轉帳	111_8
547	信用卡款能用銀行卡轉帳	111_8
548	網路列印繳款聯	111_8
549	提前繳款	111_8
550	繳款方法	111_8
551	繳款帳號多少信用卡	111_8
552	公司繳款信用卡	111_8
553	多繳信用卡款	111_8
554	信用卡繳款不知道金額	111_8
555	多繳信用卡款帳號	111_8
556	帳單繳款號碼	111_8
557	信用卡繳款可以分行繳款	111_8
558	分行繳款	111_8
559	他行劃撥手續費	111_8
560	他行劃撥可以手續費	111_8
561	他行劃撥編號	111_8
562	玉山劃撥帳號	111_8
563	怎麼劃撥	111_8
564	郵局劃撥方法	111_8
565	郵局劃撥帳號	111_8
566	郵局劃撥單怎麼填寫	111_8
567	郵政劃撥	111_8
568	郵政劃撥帳號	111_8
569	劃撥	111_8
570	劃撥手續費	111_8
571	劃撥帳號索取	111_8
572	atm信用卡款帳號	111_8
573	atm怎麼使用繳款	111_8
574	atm怎麼繳款	111_8
575	atm轉帳信用卡款	111_8
576	atm轉帳信用卡號	111_8
577	atm轉帳帳戶	111_8
578	atm繳款	111_8
579	atm繳款介紹	111_8
580	atm繳款方法	111_8
581	atm繳款信用卡款銀行代號	111_8
582	atm繳款信用卡額度	111_8
583	atm繳款限額	111_8
584	atm繳款帳戶	111_8
585	atm繳款銀行號碼	111_8
586	卡費超過2萬如何用atm繳	111_8
587	卡號繳款信用卡款	111_8
588	沒有申請帳單怎麼他行轉帳	111_8
589	身分證字號代碼	111_8
590	身分證字號代碼查詢	111_8
591	身分證字號英文	111_8
592	身分證英文代號	111_8
593	身分證英文代碼	111_8
594	身分證英文變更	111_8
595	身分證英文變更數字	111_8
596	身分證對應數字	111_8
597	身分證變更英文	111_8
598	信用卡atm交款	111_8
599	信用卡atm繳款卡號	111_8
600	信用卡英文代號意思	111_8
601	信用卡帳單 使用atm轉帳繳費 要怎麼輸入?	111_8
602	信用卡銷帳帳戶	111_8
603	信用卡銷帳編號	111_8
604	信用卡轉帳	111_8
605	信用卡轉帳繳款方法	111_8
606	信用卡繳款atm	111_8
607	信用卡繳款轉帳帳號	111_8
608	怎麼他行轉帳信用卡	111_8
609	怎麼使用atm支付信用卡款	111_8
610	英文對應數字	111_8
611	英文轉數字	111_8
612	要使用atm轉帳	111_8
613	帳單遺失查詢atm轉帳帳戶	111_8
614	帳單遺失轉帳帳戶	111_8
615	網路轉帳繳款信用卡款帳號	111_8
616	請問信用卡費可否轉帳	111_8
617	轉帳信用卡繳款	111_8
618	轉帳繳款atm	111_8
619	轉帳繳款信用卡款帳戶	111_8
620	繳款代號	111_8
621	繳款信用卡款卡號	111_8
622	繳款信用卡款輸入卡號	111_8
623	信用卡帳單怎麼繳費	111_8
624	信用卡繳費方式	111_8
625	信用卡如何繳費	111_8
626	信用卡可以轉帳繳款嗎	111_8
627	信用卡可以到ATM繳嗎	111_8
628	信用卡可以郵局繳嗎	111_8
629	信用卡費怎麼繳費	111_8
630	信用卡費繳費方式	111_8
631	信用卡費如何繳費	111_8
632	信用卡帳單金額多少錢	113_1
633	信用卡欠款多少	113_1
634	卡費要繳多少錢	113_1
635	信用卡本期帳單金額多少	113_1
636	信用卡本期應繳帳單金額	113_1
637	可以幫我查詢信用卡金額多少	113_1
638	信用卡本期消費要繳多少	113_1
639	信用卡款要繳多少	113_1
640	查詢應繳卡費	113_1
641	信用卡帳單總金額	113_1
642	信用卡帳單總金額與最低金額	113_1
643	了解信用卡總消費	113_1
644	不了解繳款有效期限	113_1
645	欠信用卡款	113_1
646	信用卡欠帳	113_1
647	信用卡欠費	113_1
648	信用卡欠費多少	113_1
649	卡費	113_1
650	可以查詢信用卡帳務	113_1
651	本期信用卡款最低應繳金額多少	113_1
652	本期信用卡帳目金額	113_1
653	本期信用卡帳單可用餘額	113_1
654	本期信用卡最少多少	113_1
655	本期信用卡應繳信用卡款	113_1
656	目前信用卡欠費	113_1
657	目前國內不能查詢信用卡最低應繳金額什麼方法	113_1
658	收到信用卡沒有繳款的通知簡訊	113_1
659	查詢是否尚未繳款信用卡款	113_1
660	忘記本期帳單	113_1
661	我有帳單未繳款嗎	113_1
662	我要問信用卡總欠費多少	113_1
663	我想知道我這筆金額到底是多少	113_1
664	我想詢問 我全部應該繳的費用金額是多少	113_1
665	信用卡帳單金額查詢	113_1
666	信用卡欠款	113_1
667	信用卡欠款是否結清	113_1
668	信用卡本期繳款最低應繳金額	113_1
669	信用卡待繳金額	113_1
670	信用卡剩餘多少沒有繳款	113_1
671	信用卡款	113_1
672	信用卡款可用餘額查詢	113_1
673	信用卡款事宜	113_1
674	信用卡費	113_1
675	信用卡還有沒有繳款	113_1
676	怎麼查詢信用卡款	113_1
677	是否欠信用卡款	113_1
678	是否可先查詢本期信用卡帳單應繳金額	113_1
679	是否信用卡款欠繳	113_1
680	信用卡帳單是否還有欠費	113_1
681	查詢本期信用卡帳單沒有轉入帳單消費	113_1
682	查詢本期信用卡帳單要繳款	113_1
683	查詢本期信用卡帳單繳款日期及金額	113_1
684	要本期信用卡帳單	113_1
685	最新帳單何時出來	113_1
686	最新信用卡帳單何時出來	113_1
687	信用卡結帳出來了嗎	113_1
688	想詢問目前我還有欠款記錄嗎	113_1
689	請問可以幫我查詢我這個月信用卡繳款了嗎	113_1
690	應繳信用卡款可是不知應繳多少	113_1
691	應繳跟最低應繳金額	113_1
692	繳款多少信用卡款	113_1
693	信用卡繳款金額	113_1
694	繳款信用卡款多少	113_1
695	本期應繳金額	113_1
696	本期信用卡費多少錢	113_1
697	本期信用卡款多少	113_1
698	本期信用卡費多少	113_1
699	本期信用卡款多少錢	113_1
700	這期應繳金額	113_1
701	這期信用卡應繳金額	113_1
702	信用卡費這期多少錢	113_1
703	這期信用卡款多少	113_1
704	這期信用卡費多少錢	113_1
705	這期信用卡款多少錢	113_1
706	信用卡費多少	113_1
707	信用卡費多少錢	113_1
708	信用卡款多少	113_1
709	信用卡款多少錢	113_1
710	這期多少金額要繳	113_1
711	這期信用卡多少金額要繳	113_1
712	本期多少金額要繳	113_1
713	本期信用卡多少金額要繳	113_1
714	卡費要繳多少	113_1
715	這期要繳多少錢	113_1
716	本期要繳多少錢	113_1
717	帳單這次金額多少	113_1
718	帳單這次金額多少錢	113_1
719	帳單這次要繳多少	113_1
720	怎麼查詢最低應繳金額	113_2
721	信用卡帳單最低應繳金額多少錢	113_2
722	信用卡本期帳單最低應繳金額多少	113_2
723	信用卡本期帳單最低應繳金額	113_2
724	可以幫我查詢信用卡最低應繳金額多少	113_2
725	本期信用卡帳單最低應繳最低應繳金額多少	113_2
726	本期信用卡帳目最低應繳金額	113_2
727	本期信用卡最低多少	113_2
728	我想知道我這期最低應繳金額到底是多少	113_2
729	信用卡帳單最低應繳金額查詢	113_2
730	信用卡本期繳款最低應繳金額	113_2
731	信用卡待繳最低應繳金額	113_2
732	是否可先查詢本期信用卡帳單應繳最低金額	113_2
733	信用卡繳款最低應繳金額	113_2
734	我這個月最低繳多少	113_2
735	這個月最低多少	113_2
736	本期最低多少	113_2
737	最低可以繳多少錢	113_2
738	請問最低應繳費用多少	113_2
739	查詢最低應繳	113_2
740	本期最低金額多少	113_2
741	最低應繳金額	113_2
742	這期最低金額多少	113_2
743	本期最低應繳金額多少	113_2
744	這期最低應繳金額多少	113_2
745	帳單最低金額	113_2
746	帳單最低應繳金額	113_2
747	本期最少要繳多少錢	113_2
748	這期最少有繳多少錢	113_2
749	信用卡費這期最低金額	113_2
750	信用卡這期最低應繳金額	113_2
751	信用卡本期最低金額	113_2
752	信用卡本期最低應繳金額	113_2
753	這個月最低金額多少	113_2
754	這個月最低應繳金額多少	113_2
755	這個月最低金額多少錢	113_2
756	這個月最低應繳金額多少錢	113_2
757	信用卡最低應繳	113_2
758	信用卡費最低應繳	113_2
759	本期信用卡費最低應繳	113_2
760	信用卡費最低金額	113_2
761	本期信用卡最低應繳	113_2
762	信用卡帳單最低應繳	113_2
763	信用卡帳單最低金額	113_2
764	本期信用卡費最低應繳金額	113_2
765	本期信用卡費最低應繳金額多少	113_2
766	本期信用卡帳單最低金額	113_2
